Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Filename,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Average Watts,Calories,Relative Effort.1,Weighted Average Power,Power Count,Prefer Perceived Exertion,Commute.1,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Flagged,Average Elapsed Speed,Dirt Distance,Total Steps,Carbon Saved,Training Load,Intensity,Average Grade Adjusted Pace,Total Cycles,Recovery,Media,Runner
13511385271,"Feb 1, 2025, 1:44:08 PM",Morning Run,Run,"[strava://athletes/84922499/16]Matthew Soesanto, [strava://athletes/127877825/14]Medhavi Pandit, kemi’s first 5!",4006,8.06,184.0,42.0,False,activities/14413520479.fit.gz,,4006.0,3357.0,8065.2,6.922,2.403,25.8,29.4,2.0,18.0,26.4,-0.1,,,184.0,163.0,190.0,532.0,42.0,153.0,3878.0,0.0,0.0,1.0,2714.9,,,,,,,,,,,,,,,,,,,,0.0,2.013,0.0,3024.0,,208.0,139.0,0.809,,,,Annie
13532199990,"Feb 3, 2025, 10:14:49 PM",Afternoon Run,Run,did not feel good🥲,1119,3.24,186.0,24.0,False,activities/14436401637.fit.gz,,1119.0,1076.0,3239.3,8.674,3.011,17.0,33.6,2.8,29.8,14.6,-1.4,,,186.0,181.0,224.0,210.0,24.0,164.0,1090.0,0.0,0.0,1.0,1207.0,,,,,,,,,,,,,,,,,,,,0.0,2.895,0.0,1150.0,,67.0,149.0,1.122,,,,Annie
13542956484,"Feb 4, 2025, 11:05:35 PM",Evening Stair-Stepper,Stair-Stepper,,1809,0.0,189.0,113.0,False,activities/14448082661.fit.gz,,1809.0,1809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,189.0,179.0,,285.0,113.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13549890058,"Feb 5, 2025, 2:17:57 PM",Morning Walk,Walk,,546,1.62,188.0,37.0,False,activities/14455695694.fit.gz,,546.0,546.0,1627.0,4.06,2.98,0.0,0.0,0.0,0.0,0.0,0.0,,,188.0,182.0,,104.0,37.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,2.98,0.0,1668.0,,,,,,,,Annie
13549890682,"Feb 5, 2025, 2:29:37 PM",Morning Weight Training,Weight Training,push,2623,0.0,150.0,11.0,False,activities/14455696352.fit.gz,,2623.0,2623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,150.0,122.0,,177.0,11.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13594144524,"Feb 10, 2025, 9:25:23 PM",Afternoon Stair-Stepper,Stair-Stepper,,1837,0.0,191.0,107.0,False,activities/14504260894.fit.gz,,1837.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,191.0,176.0,,326.0,107.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13595182511,"Feb 10, 2025, 9:59:56 PM",Afternoon Weight Training,Weight Training,,2232,0.0,165.0,19.0,False,activities/14505371678.fit.gz,,2232.0,2232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,165.0,135.0,,262.0,19.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13651762381,"Feb 17, 2025, 1:19:43 AM",Evening Weight Training,Weight Training,,2429,0.0,155.0,8.0,False,activities/14567399412.fit.gz,,2429.0,2429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,155.0,113.0,,198.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13669781236,"Feb 19, 2025, 1:05:15 PM",Morning Pilates,Workout,,3433,0.0,136.0,10.0,False,activities/14587020497.fit.gz,,3433.0,3433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,136.0,108.0,,176.0,10.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13674639524,"Feb 19, 2025, 11:15:42 PM",Evening Bouldering,Rock Climb,,5183,0.0,163.0,18.0,False,activities/14592265925.fit.gz,,5183.0,5183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,163.0,108.0,,417.0,18.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,media/639979E3-93FD-4F00-A35B-09242C19CEA2.jpg|media/20A89921-5DBD-47AB-A127-3793C0E10F6F.jpg,Annie
13682383436,"Feb 20, 2025, 9:39:53 PM",Afternoon Weight Training,Weight Training,ascend push day 😹😹,3880,0.0,168.0,19.0,False,activities/14600762971.fit.gz,,3880.0,3880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,168.0,120.0,,347.0,19.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,media/90D755C4-D5CE-441F-AF7F-1B4EE0CB2648.jpg,Annie
13718126732,"Feb 24, 2025, 10:27:45 PM",L Run,Run,lost right AirPod so no music,2364,6.74,197.0,147.0,False,activities/14639788990.fit.gz,,2364.0,2253.0,6748.8,6.27,2.995,58.0,79.0,2.2,31.0,14.6,-0.3,,,197.0,185.0,229.0,453.0,147.0,226.0,2367.0,0.0,0.0,1.0,7026.8,,,,,,,,,,,,,,,,,,,,0.0,2.855,57.5,6444.0,,276.0,205.0,3.119,,,media/30035A28-68E7-4DDC-A35E-78EA9CE9CA94.jpg|media/248E090A-288F-4F6A-8829-83CF3FE8E5AB.jpg,Annie
13732637854,"Feb 26, 2025, 1:24:44 PM",Morning Pilates,Workout,,2448,0.0,124.0,6.0,False,activities/14655526190.fit.gz,,2448.0,2448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,124.0,100.0,,120.0,6.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13732867761,"Feb 26, 2025, 2:08:24 PM",Morning Weight Training,Weight Training,,2407,0.0,152.0,9.0,False,activities/14655778101.fit.gz,,2407.0,2407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,152.0,118.0,,208.0,9.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13745465990,"Feb 27, 2025, 9:24:46 PM",Afternoon Weight Training,Weight Training,,2505,0.0,170.0,17.0,False,activities/14669431328.fit.gz,,2505.0,2505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,170.0,129.0,,268.0,17.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13753042478,"Feb 28, 2025, 7:16:23 PM",Afternoon Run,Run,,2386,6.59,194.0,141.0,False,activities/14677671470.fit.gz,,2386.0,2209.0,6590.6,5.68,2.984,45.0,63.6,0.6,29.4,16.7,-0.3,,,194.0,183.0,230.0,437.0,141.0,224.0,2388.0,,0.0,1.0,6664.9,,,,,,,,,,,,,,,,,,,,0.0,2.762,629.2,6128.0,,275.0,204.0,3.017,,,,Annie
13761457099,"Mar 1, 2025, 4:40:36 PM",Lunch Weight Training,Weight Training,,3100,0.0,174.0,28.0,False,activities/14686806878.fit.gz,,3100.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,174.0,134.0,,356.0,28.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13796792943,"Mar 5, 2025, 3:00:39 PM",Morning Weight Training,Weight Training,,2105,0.0,156.0,15.0,False,activities/14725202097.fit.gz,,2105.0,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,156.0,132.0,,244.0,15.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13809509071,"Mar 6, 2025, 9:42:14 PM",Afternoon Weight Training,Weight Training,,2660,0.0,171.0,22.0,False,activities/14738945388.fit.gz,,2660.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,171.0,133.0,,302.0,22.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13816674961,"Mar 7, 2025, 5:40:49 PM",Lunch Weight Training,Weight Training,,3829,0.0,145.0,12.0,False,activities/14746712109.fit.gz,,3829.0,3829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,145.0,114.0,,312.0,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13892467087,"Mar 14, 2025, 9:58:18 PM",Afternoon Tennis,Workout,,3022,0.0,178.0,55.0,False,activities/14828184338.fit.gz,,3022.0,3022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,178.0,148.0,,418.0,55.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13893318559,"Mar 15, 2025, 10:38:22 PM",Evening Run,Run,still have the cough 🥲,573,1.93,198.0,30.0,False,activities/14829123399.fit.gz,,573.0,569.0,1929.5,4.553,3.391,14.6,40.0,2.8,31.0,11.6,-1.3,,,198.0,174.0,231.0,124.0,30.0,228.0,574.0,0.0,0.0,1.0,1900.7,,,,,,,,,,,,,,,,,,,,0.0,3.367,103.4,1626.0,,68.0,207.0,3.34,,,,Annie
13903611897,"Mar 16, 2025, 8:11:34 PM",Afternoon Run,Run,so cooked for the half cuz this killed me,6535,16.1,197.0,390.0,False,activities/14840296787.fit.gz,,6535.0,6178.0,16101.6,5.54,2.606,108.8,108.4,2.4,35.0,21.2,0.0,,,197.0,181.0,200.0,1105.0,390.0,198.0,6523.0,0.0,0.0,1.0,16493.4,,,,,,,,,,,,,,,,,,,,0.0,2.464,338.0,16938.0,,587.0,180.0,2.67,,,,Annie
13911706552,"Mar 17, 2025, 9:58:06 PM",Afternoon Weight Training,Weight Training,,2651,0.0,141.0,8.0,False,activities/14849104996.fit.gz,,2651.0,2651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,141.0,113.0,,208.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13922448714,"Mar 19, 2025, 12:02:17 AM",recovery leg day,Weight Training,,3647,0.0,160.0,15.0,False,activities/14860690458.fit.gz,,3647.0,3647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,160.0,117.0,,318.0,15.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13930457397,"Mar 19, 2025, 8:16:53 PM",Afternoon Weight Training,Weight Training,,2716,0.0,143.0,8.0,False,activities/14869400862.fit.gz,,2716.0,2716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,143.0,109.0,,212.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13950022530,"Mar 22, 2025, 1:26:20 AM",Night Weight Training,Weight Training,,2140,0.0,162.0,8.0,False,activities/14890514369.fit.gz,,2140.0,2140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,162.0,112.0,,184.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
13988507998,"Mar 26, 2025, 12:50:46 AM",calm 4,Run,,2622,7.38,188.0,152.0,False,activities/14931795896.fit.gz,,2622.0,2589.0,7380.8,5.14,2.851,62.2,86.6,1.8,31.0,15.9,-0.3,,,188.0,176.0,207.0,478.0,152.0,209.0,2623.0,0.0,0.0,1.0,7464.2,,,,,,,,,,,,,,,,,,,,0.0,2.815,0.0,7364.0,,263.0,190.0,2.883,,,,Annie
14007149507,"Mar 27, 2025, 11:17:34 PM",Evening Weight Training,Weight Training,,2384,0.0,164.0,13.0,False,activities/14951778445.fit.gz,,2384.0,2384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,164.0,124.0,,237.0,13.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14007150761,"Mar 24, 2025, 2:50:54 AM",Night Weight Training,Weight Training,,2107,0.0,137.0,5.0,False,activities/14951779705.fit.gz,,2107.0,2107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,137.0,102.0,,147.0,5.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14007150854,"Mar 24, 2025, 8:43:46 PM",Afternoon Weight Training,Weight Training,,2260,0.0,134.0,6.0,False,activities/14951779800.fit.gz,,2260.0,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134.0,106.0,,163.0,6.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14030567919,"Mar 30, 2025, 11:48:00 AM",LOVE RUN’25 ❤️,Run,4.0 szn,7667,21.18,192.0,455.0,False,activities/14977054478.fit.gz,,7667.0,7650.0,21181.2,4.76,2.769,132.8,121.2,6.8,39.2,15.3,0.1,,,192.0,177.0,209.0,1388.0,455.0,211.0,7668.0,0.0,0.0,1.0,21442.5,,,,,,,,,,,,,,,,,,,,0.0,2.763,4.5,21812.0,,784.0,192.0,2.803,,,media/1E17F822-249B-421D-8FC8-953F743A9334.jpg|media/B4347FA0-DA97-4C55-A651-3ED01A5E8D89.jpg|media/662307F2-9D89-46CB-B0B3-E0171E24B97B.jpg|media/01138219-802B-4820-8827-E8C5D658F805.jpg|media/1FD461BE-1A55-4C87-BFF8-C7BA34F96D9F.jpg,Annie
14199589139,"Apr 16, 2025, 11:07:22 PM",Evening Rock Climb,Rock Climb,,3102,0.0,172.0,18.0,False,activities/15154512157.fit.gz,,3102.0,3102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,172.0,125.0,,299.0,18.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14236836823,"Apr 20, 2025, 10:01:52 PM",Evening Run,Run,been a min,600,2.03,,,False,activities/14236836823.gpx,,600.0,592.0,2036.2,7.18,3.44,0.0,24.1,3.7,28.4,1.9,-1.2,,,,,,,,,,0.0,0.0,1.0,1990.3,,,,,,,,,,,,,,,,,,,,0.0,3.394,0.0,1654.0,,,,3.362,,,media/1BC3BA32-D8FE-4773-ABBC-57735CD8F07B.jpg,Annie
14268522705,"Apr 24, 2025, 1:42:56 AM",Night Run,Run,post lift run,817,2.48,,,False,activities/14268522705.gpx,,817.0,803.0,2485.3,4.64,3.095,0.0,0.0,3.5,28.5,2.5,-0.9,,,,,,,,,,,0.0,1.0,2442.7,,,,,,,,,,,,,,,,,,,,0.0,3.042,0.0,2206.0,,,,3.042,,,media/7ABCA51C-3A34-49AD-9E4E-BF3479A6DC09.jpg,Annie
14380268264,"May 4, 2025, 9:11:39 PM",Afternoon Yoga,Yoga,,1354,0.0,96.0,2.0,False,activities/15343739659.fit.gz,,1354.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,96.0,80.0,,58.0,2.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14381066935,"May 5, 2025, 12:24:32 AM",Evening Stair-Stepper,Stair-Stepper,,1654,0.0,177.0,66.0,False,activities/15344590228.fit.gz,,1654.0,1654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,177.0,164.0,,265.0,66.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14398517188,"May 5, 2025, 9:54:04 PM",Afternoon Stair-Stepper,Stair-Stepper,,1936,0.0,177.0,82.0,False,activities/15362907372.fit.gz,,1936.0,1936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,177.0,166.0,,315.0,82.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14398517197,"May 5, 2025, 9:17:38 PM",Afternoon Weight Training,Weight Training,,2098,0.0,139.0,6.0,False,activities/15362907443.fit.gz,,2098.0,2098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,139.0,106.0,,159.0,6.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Annie
14514326660,"May 17, 2025, 7:21:04 PM",Afternoon Run,Run,lost signal and didn’t record rest🥲,603,1.8,196.0,33.0,False,activities/15486240770.fit.gz,,603.0,600.0,1802.6,4.227,3.004,26.6,34.2,282.4,306.6,11.0,-0.4,,,196.0,178.0,233.0,125.0,33.0,238.0,601.0,0.0,0.0,1.0,1850.6,,,,,,,,,,,,,,,,,,,,0.0,2.989,0.0,1702.0,,78.0,216.0,3.084,,,media/0768DEB0-64EE-4255-BB30-DC2B578C0EB3.jpg|media/0CEAF050-5DF2-4270-9DE9-941901FDA859.jpg|media/80AB29FA-C1CD-439C-93CF-67FD63FBE418.jpg,Annie
15159668289,"Jul 18, 2025, 11:12:55 PM",Trader Joe’s,Run,,773,2.12,189.0,33.0,False,activities/16188050890.fit.gz,,773.0,732.0,2119.1,4.78,2.895,3.8,8.6,7.2,15.8,5.9,-0.3,,,189.0,175.0,214.0,140.0,33.0,209.0,774.0,,0.0,1.0,2114.2,,,,,,,,,,,,,,,,,,,,0.0,2.741,0.0,2114.0,0.0,77.0,190.0,2.888,,,media/3C7AD5D0-EDB0-4E59-87D3-41FFB84B2DA6.jpg,Annie
15215981321,"Jul 22, 2025, 11:28:55 AM",Morning Weight Training,Weight Training,,2545,0.0,148.0,8.0,False,activities/16249249722.fit.gz,,2545.0,2545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,148.0,121.0,,224.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15215981370,"Jul 23, 2025, 9:23:10 PM",Afternoon Weight Training,Weight Training,,2793,0.0,142.0,8.0,False,activities/16249249823.fit.gz,,2793.0,2793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,142.0,111.0,,211.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15346210309,"Aug 4, 2025, 9:30:18 PM",Push,Weight Training,"Going to start recording lifts again
bench 95lb assisted, 85lb x 3, 80lbs x 5, 65lb temples x 8
Chest flys
Shoulder Press
Lateral raises 
Forward raises
Tricep pulldown 
Abs",4827,0.0,160.0,18.0,False,activities/16388650455.fit.gz,,4827.0,4827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,160.0,121.0,,433.0,18.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,media/841A3253-E71B-4583-AECE-7AA5547F227E.jpg|media/BED8C93B-CE6E-49D7-8EEE-385E870905EE.jpg|media/4E8B7845-9D70-49B6-B4FC-DE5CE40EAFD5.jpg,Annie
15367335247,"Aug 6, 2025, 4:19:05 PM",Quick Lunch Pull,Weight Training,"Assisted pull ups 
underhand lat pulldowns 
ISO low rows
Australian pull ups 
Bicep curls 
Hammer curls",1849,0.0,154.0,7.0,False,activities/16411174386.fit.gz,,1849.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,154.0,124.0,,176.0,7.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15381708215,"Aug 7, 2025, 9:18:56 PM",Legs,Weight Training,"I hate leg day but today felt good 
Hip thrust 275lb 8 x 3
Goblet squats 
Step ups
Leg extensions",3062,0.0,178.0,38.0,False,activities/16426483566.fit.gz,,3062.0,3062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,178.0,144.0,,384.0,38.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,media/0663BCED-4526-4CB2-9C06-977B572F987E.jpg|media/B9470D9B-8A9B-4C96-80A5-F711D1CA4273.jpg,Annie
15383018237,"Aug 8, 2025, 12:25:51 AM",Evening Tennis,Workout,,2757,0.0,172.0,42.0,False,activities/16427873795.fit.gz,,2757.0,2757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,172.0,150.0,,379.0,42.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15403032213,"Aug 9, 2025, 7:42:23 PM",Afternoon Run,Run,,1090,3.22,200.0,58.0,False,activities/16449257973.fit.gz,,1090.0,1052.0,3228.1,5.58,3.069,31.6,35.2,1.8,14.2,14.3,-0.1,,,200.0,183.0,223.0,210.0,58.0,222.0,1091.0,,0.0,1.0,3295.0,1754765952.0,1.0,29.4,30.9,11.0,0.32,1021.8,2.3,4.0,86.0,0.0,1754734080.0,1754784256.0,0.5,0.0,1.0,0.05,54603.0,7.0,,2.962,0.0,3012.0,0.0,123.0,202.0,3.132,,,media/344BAF19-E232-4BE0-B5B4-F69A34E78421.jpg|media/02B59535-0121-4EBF-8BD3-02718162A806.jpg|media/3DF047FF-7A48-4185-A8C0-36C0B232A280.jpg,Annie
15415480613,"Aug 10, 2025, 9:39:12 PM",Afternoon run,Run,,1275,3.51,192.0,54.0,False,activities/16462605333.fit.gz,,1275.0,1207.0,3512.4,4.28,2.91,32.0,33.8,3.6,16.2,15.6,-0.1,,,192.0,175.0,214.0,231.0,54.0,210.0,1276.0,,0.0,1.0,3561.4,1754859648.0,1.0,30.6,32.3,16.6,0.43,1022.2,3.2,4.9,179.0,0.0,1754820480.0,1754870656.0,0.625,0.0,1.0,0.0,46206.0,3.0,,2.755,0.0,3472.0,0.0,129.0,191.0,2.951,,,,Annie
15426516423,"Aug 11, 2025, 10:06:35 PM",Push,Weight Training,"Another day another failed 95lb bench LOL
Incline bench 25lb dumbbells 6 x 3
Shoulder press 
Lateral raises 
Front raises 
Tri pull downs 
Abs",3636,0.0,153.0,11.0,False,activities/16474424075.fit.gz,,3636.0,3636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,153.0,112.0,,288.0,11.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15468148474,"Aug 13, 2025, 9:06:41 PM",Pull and ice cream after,Weight Training,"Assisted pull ups 
ISO lat pull downs 
Low rows
Bicep curls 
Hammer curls 
Australian pull ups
Abs",4960,0.0,142.0,14.0,False,activities/16518907046.fit.gz,,4960.0,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,142.0,110.0,,374.0,14.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,media/C02C41E6-8904-4975-A22B-2A3AD07C41CA.jpg|media/CE3CB96E-E872-48FB-A56C-FC75B13C6F67.jpg|media/E159E68D-4DBF-4884-BC28-C0C5E6178770.jpg,Annie
15472386973,"Aug 15, 2025, 9:37:15 PM",Leg day,Weight Training,last workout with yasseen,4508,0.0,161.0,16.0,False,activities/16523414703.fit.gz,,4508.0,4508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,161.0,117.0,,375.0,16.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15473327278,"Aug 16, 2025, 12:36:36 AM",Evening Tennis,Workout,,3301,0.0,154.0,11.0,False,activities/16524418434.fit.gz,,3301.0,3301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,154.0,118.0,,302.0,11.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15480745869,"Aug 16, 2025, 3:54:24 PM",cycle,Ride,,2008,0.0,185.0,71.0,False,activities/16532343588.fit.gz,9.0,2008.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,185.0,168.0,,326.0,71.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,media/F0D743A0-66FB-4745-9A44-A08D57713990.jpg|media/BA33E535-B181-45EB-A4F3-559672745156.jpg,Annie
15506540795,"Aug 18, 2025, 10:07:50 PM",Evening Run,Run,Came back to the apartment with 2 new tables,2454,6.44,191.0,95.0,False,activities/16559965157.fit.gz,,2454.0,2259.0,6443.1,5.08,2.852,38.4,34.0,2.4,15.8,7.7,0.0,,,191.0,172.0,212.0,420.0,95.0,209.0,2455.0,,0.0,1.0,6495.1,1755554432.0,3.0,21.6,20.8,17.6,0.78,1021.1,2.9,6.3,77.0,0.0,1755512192.0,1755561216.0,0.875,0.6,5.0,1.0,19182.0,1.0,,2.626,1171.2,6280.0,0.0,246.0,190.0,2.875,,0.0,media/2474AFBA-E5A9-4A7A-855B-504EB7471BD7.jpg,Annie
15519419418,"Aug 20, 2025, 12:39:19 AM",Post finals week run,Run,,1903,4.86,185.0,64.0,False,activities/16573659507.fit.gz,,1903.0,1699.0,4860.9,5.78,2.861,27.8,29.0,10.0,21.0,30.0,0.0,,,185.0,170.0,208.0,308.0,64.0,202.0,1904.0,,0.0,1.0,4926.8,1755648256.0,1.0,21.8,20.4,15.4,0.67,1019.9,3.1,6.5,100.0,0.0,1755598592.0,1755647488.0,0.875,0.07,5.0,0.21,26627.3,0.0,,2.554,0.0,4782.0,0.0,178.0,184.0,2.9,,0.0,media/1B33237B-40BA-4F36-9A26-55E0608DB12D.jpg|media/8C17D9CE-802D-4D5E-93C8-458DAD2F663C.jpg|media/6C60C174-70AF-43B5-9A64-84F276129831.jpg,Annie
15526797382,"Aug 20, 2025, 4:34:35 PM",Lunch Weight Training,Weight Training,"Legs 
Hip thrust 
Deadlifts 
Goblet squats 
Leg extension",1813,0.0,167.0,12.0,False,activities/16581557749.fit.gz,,1813.0,1813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,167.0,130.0,,190.0,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15546078515,"Aug 21, 2025, 9:31:22 PM",Afternoon Pilates,Workout,,2725,0.0,151.0,9.0,False,activities/16602835083.fit.gz,,2725.0,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,151.0,117.0,,161.0,9.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
